News,Label
फ़ेक न्यूज़: पाकिस्तान में गृह युद्ध छिड़ने की ख़बरें कितनी सचभारत में कई न्यूज़ वेबसाइट्स और सोशल मीडिया पर बड़े स्तर पर इस तरह की ख़बरें चल रही हैं कि पाकिस्तान के शहर कराची में गृह युद्ध छिड़ गया है.,0
नटराज की मूर्ति यूरोप के परमाणु केंद्र में क्यों रखी गई- फ़ैक्ट चेकस्विटजरलैंड और फ़्रांस की सीमा पर स्थित दुनिया के बेहतरीन वैज्ञानिक रिसर्च संस्थानों में से एक यूरोपियन ऑर्गेनाइजेशन फ़ॉर न्यूक्लियर रिसर्च (सीईआरएन) सबसे जटिल मशीनों का इस्तेमाल करता है.,0
कोरोना से जुड़ी गलतफ़हमियों का इलाज करते स्टूडेंटकोरोना वायरस से जुड़ी कई तरह की जानकारियां हमें रोज़ ही मिलती रहती हैं. इनमें से कई जानकारियां ग़लत और भ्रामक होती हैं. ,0
टीआरपी की जंग ने कैसे किया टीवी न्यूज़ का सत्यानाश?मुंबई पुलिस ने कुछ चैनलों द्वारा रेटिंग प्रणाली के साथ छेड़छाड़ करने टीआरपी बढ़ाने का भंडाफोड़ किया है. इस भंडाफोड़ ने टीआरपी यानी रेटिंग प्रणाली की खामियों को एक बार फिर से जगज़ाहिर कर दिया है.,0
टीआरपी क्या है और इसे लेकर चैनलों में इतनी मारामारी क्यों है?मुंबई पुलिस का कहना है कि उसने पैसे देकर चैनल की टीआरपी बढ़ाने की कोशिश करने वाले एक रैकेट का पर्दाफ़ाश किया है.,0
रिपब्लिक टीवी समेत तीन चैनलों पर पैसे देकर TRP बढ़ाने का आरोप: मुंबई पुलिसमुंबई पुलिस का कहना है कि उसने एक ऐसे रैकेट का पर्दाफ़ाश किया है जिसके तहत न्यूज़ चैनल पैसे देकर अपने चैनल की टीआरपी (टेलीविज़न रेटिंग प्वाइंट्स) को बढ़ाने की कोशिश करते थे.,0
मामला सुदर्शन टीवी का तो फिर निशाना डिजिटल न्यूज़ पर क्यों?पिछले दिनों केंद्र सरकार की ओर से सुप्रीम कोर्ट में डिजिटल मीडिया को नियंत्रित करने की गुहार लगाता हुआ एक शपथपत्र सुप्रीम कोर्ट में दाख़िल किया गया. इसके तुरंत बाद डिजिटल मीडिया के कटेंट को नियंत्रित करने और लोकतंत्र पर पड़ने वाले इसके असर पर बहस शुरू हो गई.,0
भारतीय सेना के कैलाश पर्वत और मानसरोवर पर क़ब्ज़ा करने के दावे का सचसोशल मीडिया पर बीते एक सप्ताह से यह दावा किया जा रहा है कि भारतीय सेना ने कैलाश पर्वत और मानसरोवर पर क़ब्ज़ा कर लिया है. इस बात को रोज़ाना सोशल मीडिया पर फ़ैलाया जा रहा है. इस ख़बर के साथ एक तस्वीर भी काफ़ी शेयर हो रही है जिसमें कहा जा रहा है कि भारतीय जवान कैलाश पर्वत पर तिरंगा फहरा रहे हैं. क्या है इस तस्वीर का सच.,0
"प्रवासी मज़दूरों के पलायन के लिए कौन ज़िम्मेदार- फ़ेक न्यूज़ या सरकारी उदासीनता""लॉकडाउन की अवधि के बारे में फ़र्ज़ी समाचारों से उत्पन्न भय के कारण बड़ी संख्या में प्रवासी कामगार का प्रवासन शुरू हो गया था और लोग, विशेषकर प्रवासी कामगार, भोजन, पेयजल, स्वास्थ्य सेवाओं और आश्रय जैसी मलूभूत आवश्यकताओं की पर्याप्त आपूर्ति के बारे में चिंतित थे. तथापि, केंद्र सरकार इस बात के प्रति सजग थी और उसने यह सुनिश्चित करने के लिए सभी आवश्यक उपाय किए कि अपरिहार्य लॉकडाउन की अवधि के दौरान कोई भी नागरिक भोजन, पेयजल, चिकित्सा सुविधाओं आदि की मूलभूत सुविधाओं से वंचित न हो.""",0
"इमरान ख़ान का ऐलान, ‘शिया शून्य’ होगा पाकिस्तान – जानें इस दावे का सच: फ़ैक्ट चेक पाकिस्तान में बीते शुक्रवार और शनिवार को कराची में धार्मिक और राजनीतिक संगठनों ने शिया विरोधी रैली निकाली. बताया जा रहा है कि शनिवार को हुई रैली में 30,000 से अधिक लोग शामिल हुए थे.",0
क्या UPSC परीक्षा में मुसलमानों को ज़्यादा मौके मिलते हैं?देश की सबसे प्रतिष्ठित परीक्षा मानी जाने वाली सिविल सर्विसेज़ से जुड़े कई ट्वीट आपने हाल के दिनों में देखे होंगे. ,0
कोरोना वायरस का इलाज है काली मिर्च- इस दावे का सच जानिए- फ़ैक्ट चेकसोशल मीडिया पर लगातार कोरोना वायरस महामारी को लेकर अलग-अलग दावे किए जाते रहे हैं. ,0
केरल के बताए जा रहे छेड़छाड़ वाले वायरल वीडियो का सच – फ़ैक्ट चेकसोशल मीडिया पर एक वीडियो काफ़ी वायरल हो रहा है जिसमें एक युवक एक लड़की से छेड़छाड़ कर रहा है और उसमें लड़की ख़ुद को छोड़ने की गुहार लगा रही है.,0
ऑल्ट न्यूज़ के सह-संस्थापक मोहम्मद ज़ुबैर देर रात ट्विटर पर ट्रेंड क्यों करने लगे?भारत में इस समय #IStandWithZubair टॉप ट्रेंड है. ,0
चीन अनाज की कमी से क्या सचमुच बड़ी मुसीबत में फँस गया है?चीनी राष्ट्रपति शी ज़िनपिंग ने इस महीने 2013 के 'क्लीन योर प्लेट कैम्पेन' का नया संस्करण लॉन्च किया है और लोगों से खाना बर्बाद न करने को कहा है. इसके अलावा उन्होंने कम खर्च को बढ़ावा देने की भी बात की है.,0
सोशल मीडिया के फ़ेक अकाउंट या बोट का पता कैसे लगाएं?सोशल मीडिया पर अक्सर ऐसे अकाउंट मिलते हैं जो असली नहीं होते बल्कि वे बोट्स होते हैं. क्या हैं ये बोट अकाउंट और कैसे इनका पता लगाएँ?,0
"बेरूत ब्लास्टः मिसाइल अटैक से परमाणु बम तक, साज़िश की ये कहानियां कैसे फैलीं?बेरूत में हुए धमाकों की शुरुआती रिपोर्टें सोशल मीडिया पर विस्फोट के कुछ ही लम्हों बाद शेयर की जानें लगी थीं.",0
कोरोना वायरस वैक्सीन से जुड़े अलग-अलग दावों की हक़ीक़तऑक्सफोर्ड यूनिवर्सिटी की ओर से कोरोना वायरस की वैक्सीन के ट्रायल को लेकर भले ही बड़ी कामयाबी मिली हो लेकिन सोशल मीडिया पर इसके बारे में कई ग़लत दावे किए जा रहे हैं. ,0
कोरोना वायरस टेस्ट कराने से मस्तिष्क पर असर पड़ सकता है?-फ़ैक्ट चेकबीते कुछ दिनों से सोशल मीडिया पर कोरोना वायरस टेस्टिंग से जुड़ी एक तस्वीर वायरल हो रही है. ,0
कोरोना वायरस के दौर में भी जारी है नफ़रत फैलाने वाली फ़ेक न्यूज़फ़ेक या भ्रामक ख़बरें उन पर असली प्रभाव डालती हैं जो ख़ुद को इसका शिकार समझते हैं. कोरोना वायरस महामारी के दौरान भारत में यह एक ख़ास समस्या है जहां समाचार के विश्वसनीय स्रोत अक्सर असत्यापित ऑनलाइन सूचनाओं के ज़रिए पीछे छूट जाते हैं.,0
कोरोना वायरस के दौर में भी जारी है नफ़रत फैलाने वाली फ़ेक न्यूज़फ़ेक या भ्रामक ख़बरें उन पर असली प्रभाव डालती हैं जो ख़ुद को इसका शिकार समझते हैं. कोरोना वायरस महामारी के दौरान भारत में यह एक ख़ास समस्या है जहां समाचार के विश्वसनीय स्रोत अक्सर असत्यापित ऑनलाइन सूचनाओं के ज़रिए पीछे छूट जाते हैं.,0
फ़र्ज़ी ख़बर के तूफ़ान में फंसने वाली पत्रकार की कहानीबीती जनवरी मैं एक दिन उत्तरी लंदन की एक डांस क्लास से बाहर निकली और मुझे अपने फ़ोन पर अफ़्रीकी नंबरों से आईं कई मिस्ड कॉल्स मिलीं. ,0
"कोरोना वायरसः फ़ेक न्यूज़ फैलाने वाले सात तरह के लोगसोशल मीडिया पर कोरोना वायरस के बारे में साज़िश की कहानियों, झूठी ख़बरों और अफ़वाहों का सैलाब उमड़ गया है. ",0
"मुसलमानों के ख़िलाफ़ भड़काने की मंशा नहीं, हम सभी भारतीय हैं: विश्व हिंदू परिषदकोरोना वायरस महामारी के समय में देश में मुसलमानों पर हमले और उन्हें अलग-थलग करने की कोशिशें बढ़ी हैं. ",0
"कोरोना काल में फ़ेक न्यूज़ से ऐसे घुल रहा है ज़हर - फ़ैक्ट चेकप्रधानमंत्री नरेंद्र मोदी ने दो दिन पहले 19 अप्रैल को ट्वीट किया था और कहा था कि कोविड-19 हमला करने से पहले नस्ल, धर्म, रंग, जाति, भाषा या सीमा को नहीं देखता है. मोदी ने आगे कहा कि इसीलिए ''हमारा जवाब और व्यवहार भी ऐसा होना चाहिए कि एकता और भाईचारे को अहमियत दी जाए.''",0
कोरोना: गर्म चाय या पानी पीने से वायरस मर सकता है?बस एक चाय की प्याली…और थकान छू मंतर…,0
कोरोना वायरस: क्या तब्लीग़ी जमात के प्रमुख मौलाना साद ने पीएम-केयर्स में 1 करोड़ रुपये दान किए- फ़ैक्ट चेककोरोना वायरस से लड़ने के लिए कई राज्य सरकारें अपने राज्य के लिए लॉकडाउन का समय बढ़ा रही हैं. लेकिन इस लॉकडाउन में जो चीज़ें लोगों तक सबसे आसानी से पहुंच रहीं हैं वो हैं फ़ेक और अप्रमाणिक जानकारियां. ,0
कोरोना वायरस: क्या इस वीडियो में दिख रहे लोग तबलीग़ के थे?- फ़ैक्ट चेकतबलीग़ी जमात के मार्च महीने में हुए धार्मिक आयोजन में शामिल लोगों में कोविड-19 के संक्रमण के बाद देश में कुल कोरोना वायरस के मरीज़ों की संख्या में तेज़ी से बढ़ी. ,0
कोरोना वायरसः इंदौर के वायरल वीडियो का सच क्या है?-फ़ैक्ट चेकदेश में कोरोना वायरस से संक्रमित लोगों की संख्या लगभग 2000 तक पहुंच चुकी है. ये संक्रमण अब तक 50 लोगों की जान ले चुका है.,0
क्या कोरोना वायरस से जुड़े पोस्ट लिखने पर सरकार सज़ा दे सकती है?-फ़ैक्ट चेकभारत में कोविड-19 का संक्रमण तेज़ी से बढ़ रहा है. मंगलवार को देश में 227 नए पॉज़िटिव केस सामने आए. ,0
"कोरोना वायरस: क्या भारतीय सेना ने रातोंरात 1000 बेड वाला अस्पताल बनाया है?- फ़ैक्ट चेककोविड-19 से संक्रमित मरीज़ों की संख्या भारत में 1,000 से ज्यादा हो चुकी है. ",0
कोरोना वायरस: टेस्ट को लेकर ट्रंप के दावों की हक़ीकत क्या है- फ़ैक्ट चेककोरोना वायरस को लेकर अमरीकी राष्ट्रपति डोनल्ड ट्रंप आए दिन नए- नए दावे कर रहे हैं. ,0
कोरोना वायरस क्या हवा से भी फैल सकता है?- फ़ैक्ट चेककोरोना वायरस से निपटना दुनियाभर के सामने सबसे बड़ी चुनौती बन चुकी है. सबसे अहम बात ये है कि ये वायरस कैसे पनपा और इसका इलाज क्या हो? ,0
कोरोना वायरस की दवा खोज लेने का ट्रंप का दावा कितना सही है? - फ़ैक्ट चेककोरोना वायरस को मानवजाति के सामने पैदा हुआ सबसे बड़ा ख़तरा माना जा रहा है. ,0
"कोरोनावायरस: ब्रूफ़ेन लेना सही है या नहीं, इससे कोई ख़तरा तो नहीं!- फ़ैक्ट चेकअगर आपकी जानकारियों का स्रोत सोशल मीडिया पर आने वाली ख़बरे हैं तो आपने भी यह सुना या पढ़ा होगा कि कोरोना वायरस संक्रमण होने पर ब्रूफ़ेन लेना ख़तरनाक हो सकता है.",0
"उठा-पटक के इस दौर में विश्वास का सवाल: बीबीसी महानिदेशक टोनी हॉलयहां आकर मुझे बहुत ख़ुशी हुई है, पिछली बार, मुझे क़रीब दो बरस पहले दिल्ली आने का मौक़ा मिला था. ",0
दिल्ली हिंसा: क्या मुसलमानों को हिंसा भड़काने के लिए पैसे बांटे गए?- फ़ैक्ट चेकउत्तर पूर्वी दिल्ली में हिंसा थमने के बाद अब कई वीडियो शेयर किए जा रहे हैं. ,0
"मध्य प्रदेश: बच्चा चोरी की अफ़वाह फैलाकर हिंसा, एक की मौतमध्य प्रदेश के धार ज़िले के मनावर में बुधवार को कुछ लोगों को बच्चा चोरी की अफ़वाह फैलाकर पीटा गया जिसकी वजह से एक व्यक्ति की मौत हो गई और पाँच अन्य गंभीर रूप से घायल हो गये. ",0
क्या 47 साल के ये शख़्स JNU छात्र हैं?- फ़ैक्ट चेकपांच जनवरी को जेएनयू में हुई हिंसा के बाद ये बहस तेज़ हो गई है कि हिंसा करने वाले नक़ाबपोश कौन थे? ,0
जामियाः क्या दिल्ली पुलिस ने लगाई डीटीसी बस में आग?-फ़ैक्ट चेकदिल्ली के जामिया मिल्लिया इस्लामिया विश्वविद्यालय में नागरिकता संशोधन क़ानून को लेकर रविवार को हुए हिंसक प्रदर्शन का एक वीडियो वायरल हो रहा है.,0
क्या रोहिंग्या और कांग्रेस के बीच कोई कनेक्शन है- फ़ैक्ट चेकसोशल मीडिया पर पिछले पांच-छह दिनों से एक मैसेज चर्चा में है. इस मैसेज में दावा है कि ''जब देश में कांग्रेस की सरकार आएगी तो रोहिंग्या मुसलमान हिंदुओं का सफाया करेंगे.'',0
कैसे दिल्ली के श्रीवास्तव ग्रुप के विदेश में पाकिस्तान विरोधी प्रचार से जुड़े हैं तारः फ़ैक्ट चेकयूरोप के एक ग़ैर सरकारी फ़ैक्ट चेक एनजीओ ईयू डिसइंफ़ो लैब का दावा है कि एक भारतीय नेटवर्क दुनिया के 65 देशों में 265 'फ़ेक मीडिया आउटलेट' के ज़रिए पाकिस्तान विरोधी प्रोपेगैंडा फ़ैलाने का काम कर रहा है. इन सभी 'फ़ेक मीडिया आउटलेट्स' के तार दिल्ली के श्रीवास्तव ग्रुप से जुड़े हुए हैं.,0
"क्या भारत वाक़ई बना खुले में शौच मुक्त देश? पीएम मोदी के दावे की सच्चाई: ग्राउंड रिपोर्टमहात्मा गांधी की 150वीं जयंती पर प्रधानमंत्री नरेंद्र मोदी ने गुजरात के साबरमती आश्रम से यह ऐलान किया कि 'ग्रामीण भारत ने, वहाँ के गाँवों ने ख़ुद को खुले में शौच से मुक्त घोषित कर दिया है'.",0
क्या नौ बैंकों के बंद होने की अफ़वाह आपने भी सुनी? जानें सचसुप्रीम कोर्ट के हवाले से सोशल मीडिया पर यह अफ़वाह फ़ैलाई जा रही है कि 'रिज़र्व बैंक ऑफ़ इंडिया जल्द ही नौ बैंकों को ताला लगाने वाला है.',0
"प्रधानमंत्री मोदी के ख़िलाफ़ अमरीका में हुई नारेबाज़ी का फ़र्ज़ी वीडियोसड़कों पर प्रदर्शन करती उग्र भीड़ का एक वीडियो सोशल मीडिया पर इस दावे के साथ शेयर किया जा रहा है कि 'अमरीका में पीएम नरेंद्र मोदी के ख़िलाफ़ जमकर नारेबाज़ी हुई, पर मीडिया ने इसे नहीं दिखाया'.",0
नेहरू और इंदिरा गांधी की इस वायरल तस्वीर का सच क्या है? फ़ैक्ट चेककांग्रेस पार्टी के सांसद शशि थरूर द्वारा ट्वीट की गई पूर्व प्रधानमंत्री जवाहर लाल नेहरू और इंदिरा गांधी की एक तस्वीर सोशल मीडिया पर वायरल हो गई है.,0
क्या यूपी को इन तीन हिस्सों में तोड़ने वाली है सरकार? फ़ैक्ट चेकसोशल मीडिया पर उत्तर प्रदेश के ज़िला मुख्यालयों की एक लिस्ट इस दावे के साथ शेयर की जा रही है कि 'सरकार ने यूपी के बंटवारे का मसौदा तैयार कर लिया है'.,0
बीजेपी नेता मनोज तिवारी के लिए दिल्ली में एंबुलेंस रोके रखने की सच्चाई: फ़ैक्ट चेकट्रैफ़िक के बीच खड़ी एक एंबुलेंस का वीडियो सोशल मीडिया पर इस दावे के साथ शेयर किया जा रहा है कि 'दिल्ली के किसी बड़े नेता के लिए पुलिस ने एंबुलेंस को नाके पर रोके रखा जिसमें एक बच्ची ज़िंदगी और मौत से लड़ रही थी'.,0
मोदी को मिला '500 रुपये का गिफ़्ट' क्या 11 करोड़ में नीलाम हुआ?प्रधानमंत्री नरेंद्र मोदी को मिले उपहारों की नीलामी के बारे में सोशल मीडिया पर यह दावा किया जा रहा है कि 'पीएम मोदी को मिला 500 रुपये का एक गमछा (अंगवस्त्र) 11 करोड़ रुपये में नीलाम हुआ है और नीलामी से मिले पैसे को प्रधानमंत्री राहत कोष में दान कर दिया गया है.',0
स्विस बैंक खाताधारकों की फ़र्ज़ी सूची बीबीसी के नाम पर वायरलबीबीसी के हवाले से स्विस बैंक खाताधारकों की एक फ़र्ज़ी सूची सोशल मीडिया पर शेयर की जा रही है जिसकी बीबीसी पुष्टि नहीं करता है.,0
चालान के लिए यूपी पुलिस के मारपीट करने का सचउत्तर प्रदेश के दो पुलिसकर्मियों के हाथों एक आदमी की उसके बच्चे के सामने पिटाई का वीडियो सोशल मीडिया पर खूब शेयर किया जा रहा है. ,0
ज़ायरा वसीम की फ़िल्म इंडस्ट्री में वापसी का सच: फ़ैक्ट चेक'दंगल' फ़िल्म के लिए 'बेस्ट सपोर्टिंग एक्टर' का राष्ट्रीय फ़िल्म पुरस्कार जीत चुकीं ज़ायरा वसीम के बारे में सोशल मीडिया पर यह दावा किया जा रहा है कि 'ज़ायरा ने फ़िल्म इंडस्ट्री फिर से जॉइन कर ली है और फ़िलहाल वो अपनी फ़िल्म 'द स्काय इज़ पिंक' के प्रमोशन में लगी हुई हैं. जबकि कुछ महीने पहले ही उन्होंने अपने धर्म और अल्लाह के लिए फ़िल्मी दुनिया छोड़ने का ऐलान किया था'.,0
कारों की बिक्री कम होने में OLA-UBER का कितना असर? फ़ैक्ट चेकभारत की वित्त मंत्री निर्मला सीतारमण ने ओला और उबर जैसी कैब सेवाओं को ऑटो सेक्टर में चल रही गिरावट के मुख्य कारणों में से एक बताया है.,0
चंद्रयान 2: इसरो के ‘विक्रम लैंडर’ की इस तस्वीर का सचअंतरिक्ष से खींची गई चंद्रमा के सतह की एक फ़ोटो सोशल मीडिया पर इसरो द्वारा भेजे गए 'विक्रम लैंडर' की बताकर शेयर की जा रही है.,0
चंद्रयान 2: इसरो चीफ़ के सिवन को क्या पीएम मोदी ने कैमरा देखकर दी थी सांत्वना?भारत के प्रधानमंत्री नरेंद्र मोदी और इसरो चीफ़ के सिवन का एक वीडियो सोशल मीडिया पर इस दावे के साथ शेयर किया जा रहा है कि 'सिवन ने जब पीएम मोदी को विक्रम लैंडर के गुम होने की सूचना दी तो मोदी ने ना उन्हें गले लगाया और ना ही सांत्वना दी. लेकिन जब दोनों कैंमरे के सामने आये तो रोना-धोना किया गया'.,0
