News,Label
किसानों के प्रदर्शन में गए बेनीवाल और उनके समर्थक किसानों से अलग क्यों बैठे?नागौर से आरएलपी के इकलौते सांसद हनुमान बेनीवाल जयपुर-दिल्ली हाइवे पर किसानों के प्रदर्शन में पहुंचे लेकिन चर्चा में रही किसानों से उनकी दूरी. पढ़ें क्या है पूरा मामला.,1
"सोनिया गांधी और राहुल गांधी की पुरानी तस्वीर के साथ फ़र्ज़ी दावा जोड़ा गया“यदि आपको लगता होगा कि सोनिया के साथ यह राहुल गाँधी है, तो आपकी जानकारी के लिए बता दूं कि यहक्वात्रोची है. अब स्वयं निर्णय लीजिये कि राजीव गाँधी की हत्या के बाद डीएनए टेस्ट के लिए राहुल का रक्त देने से उसकी माँ ने क्यों मना कर दिया था.”",0
म्यांमार छोड़ के लाख रोहिंग्य जह शरण ली बार वो ख़ुद ख़तर महसूस रह ,1
मध्यप्रदेश: शराब बिक्री को लेकर शिवराज चौहान का वीडियो फ़र्जी दावों के साथ वायरलदारू इतनी फैला दो पूरे प्रदेश में की पिये और  पड़े रहे - शिवराज सिंह  जब प्रदेश का मुख्यमंत्री ऐसे आदेश दे तो आम जनता क्या करेगी।,0
भारत सीम पार चरमपंथ भेज बेताब पाकिस्तान आर्म चीफ़ नरवण - प्रेस रिव्य जनरल नरवण कह पाकिस्तान सर्द के मौसम नियंत्रण रेख के पास आतंक भेज बेतहाश कोशिश रह के अख़बार सुर्ख ,1
"सोनिया गांधी और राहुल गांधी की पुरानी तस्वीर के साथ फ़र्ज़ी दावा जोड़ा गया“यदि आपको लगता होगा कि सोनिया के साथ यह राहुल गाँधी है, तो आपकी जानकारी के लिए बता दूं कि यहक्वात्रोची है. अब स्वयं निर्णय लीजिये कि राजीव गाँधी की हत्या के बाद डीएनए टेस्ट के लिए राहुल का रक्त देने से उसकी माँ ने क्यों मना कर दिया था.”",0
आज का कार्टून: नो कमेंट्समध्यप्रदेश में 'गोडसे ज्ञानशाला' पर आज का कार्टून.,1
विवेचना: जनरल जैकब जिन्होंने करवाया 93 हज़ार पाकिस्तानी सैनिकों का आत्मसमर्पण1971 के बांग्लादेश युद्ध में पाकिस्तानी सैनिकों का आत्मसमर्पण कराने में जनरल जे एफ आर जैकब की बहुत महत्वपूर्ण भूमिका थी.,1
"पाकिस्तान का पुराना वीडियो ग़लत संदर्भ में फिर से हुआ वायरल""ऐसे लोगो से फल क्या कोई सामान न ले जो हमे कुछ भी खिला सकते है ये वीडियो रुकनी नहीं चाहिए""",0
"इंडोनेशिया में समुन्द्र के नीचे स्थित मंदिर के वायरल तस्वीर का सच क्या है?""इंडोनेशिया में समुद्र के नीचे स्थित ये विष्णु भगवान का मंदिर क़रीब 5 हज़ार साल पुराना है.""",0
ट्रंप को तत्काल राष्ट्रपति पद से हटाने के लिए संसद में बहस जारीअमेरिकी संसद के निचले सदन हाउस ऑफ़ रिप्रेज़ेन्टेटिव्स में राष्ट्रपति ट्रंप को हटाने के लिए एक प्रस्ताव पेश किया गया है.,1
"पाकिस्तान का पुराना वीडियो ग़लत संदर्भ में फिर से हुआ वायरल""ऐसे लोगो से फल क्या कोई सामान न ले जो हमे कुछ भी खिला सकते है ये वीडियो रुकनी नहीं चाहिए""",0
"भारत में 24 घंटे में 47 हज़ार मामले, 670 की मौत",1
कश्मीर: तीन बीजेपी नेताओं की हत्या पर पुलिस और परिवार क्या कह रहे हैं?जम्मू कश्मीर के कुलगाम जिले में कथित चरमपंथियों ने तीन लोगों की हत्या कर दी. मारे गए तीनों लोग बीजेपी के स्थानीय नेता थे.,1
डॉक्टर समेत उत्तर दिल्ल नगर निगम के 55 हज़ार स्टाफ़ नह मिल वेतन दिल्ल वेतन ले निगम के सफ़ कर्मचार हड़ताल चल दिल्ल कूड़ के ढेर तब्दील जाएग ,1
दोन विमान तेजस जेएफ़-17 लंब मार वाल मिसाइल लैस ,1
"पहली पारी में भारत 244 पर सिमटा, ऑस्ट्रेलिया को 94 रन की बढ़तचार टेस्ट मैचों की सिरीज़ में दोनों टीमें एक-एक की बराबरी पर हैं. सिडनी क्रिकेट ग्राउंड में तीसरा टेस्ट मैच खेला जा रहा है.",1
"टेस्ट क्रिकेट के सबसे सुस्त शतक की रोचक कहानीभारत और ऑस्ट्रेलिया के बीच टेस्ट मैच चल रहा है, ऐसे में सुनिए टेस्ट क्रिकेट के सबसे धीमे शतक की कहानी, शतक लगाने वाले खिलाड़ी की ज़ुबानी.",1
सोशल मीडिया पर वायरल ये तस्वीर दरअसल कहाँ से है ?आपके गली-मोहल्ले या आपके घर  पर अचानक से ये कट्टरपंथी जिहादियों की भीड़ आ जाए तो इससे  बचने का कुछ उपाय है आपके पास ?  इसका एक ही इलाज बुलडोजर,0
मुस्लिम पिता-पुत्री और माँ-बेटे की पुरानी तस्वीर ग़लत संदर्भ में वायरलअब्बू ने अपनी  बेटी से निकाह कर लिया तो गुस्से में आकार माँ ने भी अपने बेटे से शादी कर ली 56 मुस्लिम देश ऐसे ही नहीं बन गए,0
"नहीं, यह वीडियो दिल्ली के सरकारी स्कूल को मदरसे में तब्दील होते नहीं दिखातायह है केजरीवाल का दिल्ली स्कूल मॉडल जिनसे सेकुलर हिंदुओं को लगता है कि केजरीवाल अच्छा काम कर रहा है वह देख लीजिए दिल्ली के सरकारी स्कूलों को केजरीवाल ने मदरसे में बदलना शुरू कर दिया है. दिल्ली के विजय नगर का एक सरकारी स्कूल है यह स्कूल में कलमा, उर्दू पढ़ने की इजाजत दी है केजरीवाल ने या उनके बिधायको और सरकार का समर्थन है. अब हिंदुओं को तय करना है कि इन जिहादी सोच वाले अरविंद केजरीवाल की पार्टी के साथ क्या करना है.",0
"भारत: बीते 24 घंटे में संक्रमण के 41 हज़ार से ज़्यादा मामले, 496 मौतें",1
"पृथ्वी से ग़ायब एक बड़े कालखंड की वजह ढूंढने में नाकामी क्यों?पृथ्वी की सतह पर पड़ी चट्टान एक किताब की तरह होती है, जो आपको अपनी पूरी कहानी बता देती है. ",1
मुस्लिम पिता-पुत्री और माँ-बेटे की पुरानी तस्वीर ग़लत संदर्भ में वायरलअब्बू ने अपनी  बेटी से निकाह कर लिया तो गुस्से में आकार माँ ने भी अपने बेटे से शादी कर ली 56 मुस्लिम देश ऐसे ही नहीं बन गए,0
'मन की बात' में कृषि क़ानूनों और किसानों पर पीएम मोदी ने क्या कहामोदी ने कहा कि नए कृषि क़ानूनों के ज़रिए किसानों को नए अधिकार मिले हैं. इन अधिकारों ने किसानों की समस्याएं कम करना शुरू कर दिया है.,1
तेलंग आंध्र प्रदेश केरल कर्नाटक ओडिश महाराष्ट्र बुधवार मूसलाधार बारिश जनजीवन अस्त व्यस्त गय कम-से-कम 30 लोग मौत चुक ,1
नए कृष क़ानून आरएसएस जुड़ संगठन सुधार चाह भारतीय किसान संघ स्वदेश जागरण मंच मान नए कृष क़ानून जिन्ह दुरुस्त किय चाह ,1
उत्तरप्रदेश में हुए सीएए विरोध प्रदर्शन का पुराना वीडियो जहांगीरपुरी हिंसा से जोड़कर वायरलपुलिस का काम है उपद्रवियों को रोकना ना कि भगवा आतंकियों के साथ मिलकर पत्थर चलाना आखिर इन भगवा धारी गुंडों और पुलिस पर कब कार्यवाही होगी क्या गोदी मीडिया को  दिल्ली के जहांगीरपुरी में । हुई हिंसा की ये विडीओ नहीं मिली या हमें खुद टैग करके दिखाना होगा,0
सोशल मीडिया पर वायरल ये तस्वीर दरअसल कहाँ से है ?आपके गली-मोहल्ले या आपके घर  पर अचानक से ये कट्टरपंथी जिहादियों की भीड़ आ जाए तो इससे  बचने का कुछ उपाय है आपके पास ?  इसका एक ही इलाज बुलडोजर,0
"छत्तीसगढ़ महिला आयोग की अध्यक्ष ने कहा-लड़कियां सहमति से संबंध बनाती हैं, फिर रेप केस करती हैंछत्तीसगढ़ में इन दिनों राज्य महिला आयोग की अध्यक्ष के एक बयान पर सियासी गलियारे में बहस शुरु हो गई है.",1
दिन भर सभ ज़रूर ख़बर बड़ अपडेट आपक मिल बीबीस लाइव पेज 24 घंट उपलब्ध ,1
वायरल वीडियो के साथ किया गया 'लव जिहाद' का दावा फ़र्ज़ी है“वीडियो पुराना है पर दिल को छू गया #Love_Jihad जिस बाप को अपनी इज्जत बचाने के लिए अपनी ही बेटी के पैरो में अपनी पगड़ी रखनी पड़े तो !! ऐसी बेटी को क्या कहोंगें... 20 साल साथ रखने वाले माँ बाप पर भरोसा नही तो 20 दिन में प्यार करने वाले जिहादी के साथ ज्यादा हो गया..”,0
वायरल वीडियो के साथ किया गया 'लव जिहाद' का दावा फ़र्ज़ी है“वीडियो पुराना है पर दिल को छू गया #Love_Jihad जिस बाप को अपनी इज्जत बचाने के लिए अपनी ही बेटी के पैरो में अपनी पगड़ी रखनी पड़े तो !! ऐसी बेटी को क्या कहोंगें... 20 साल साथ रखने वाले माँ बाप पर भरोसा नही तो 20 दिन में प्यार करने वाले जिहादी के साथ ज्यादा हो गया..”,0
"इंडोनेशिया में समुन्द्र के नीचे स्थित मंदिर के वायरल तस्वीर का सच क्या है?""इंडोनेशिया में समुद्र के नीचे स्थित ये विष्णु भगवान का मंदिर क़रीब 5 हज़ार साल पुराना है.""",0
बेड पर पैर रखकर मरीज़ से बात कर रहे आईएएस अधिकारी की पुरानी तस्वीर वायरलगनीमत है कि अभी ट्रेनी हैं वरना जूता मरीज के सिर पर भी रख सकते थे साहब जी।,0
आंबेडकर क्यों नहीं कहते थे गांधी को महात्मा1955 में डॉक्टर आंबेडकर ने बीबीसी के साथ महात्मा गांधी के साथ अपने संबंधों पर बात की थी. आंबेडकर की पुण्यतिथि पर विशेष.,1
चीन समेत एशिया-प्रशांत महासागर क्षेत्र के 15 देश रविवार दुनिय सबस बड़ व्यापार संध हस्ताक्षर किय ,1
बेड पर पैर रखकर मरीज़ से बात कर रहे आईएएस अधिकारी की पुरानी तस्वीर वायरलगनीमत है कि अभी ट्रेनी हैं वरना जूता मरीज के सिर पर भी रख सकते थे साहब जी।,0
"पाकिस्तान का पुराना वीडियो ग़लत संदर्भ में फिर से हुआ वायरल""ऐसे लोगो से फल क्या कोई सामान न ले जो हमे कुछ भी खिला सकते है ये वीडियो रुकनी नहीं चाहिए""",0
#FarmersProtest बोल अमित शाह किसान प्रदर्शन राजनीतिक नह केंद्र के नए कृष क़ानून के ख़िलाफ़ किसान के जार प्रदर्शन के केंद्रीय गृह मंत्र अमित शाह रविवार कह क़ानून किसान के कल्याण के किसान के प्रदर्शन गैर राजनीतिक बत ,1
"पुलिस की गाड़ी पर BJP के झंडे लहराने का वीडियो ग़लत दावे से वायरलअब यह देखना बाकी था ,ये है मेरे देश की पुलिस जिन्होंने संविधान की शपथ ली थी देश सेवा के लिए "" मगर सेवा सत्ता पक्ष"" और पार्टी विशेष की हो रही है।।",0
"पुलिस की गाड़ी पर BJP के झंडे लहराने का वीडियो ग़लत दावे से वायरलअब यह देखना बाकी था ,ये है मेरे देश की पुलिस जिन्होंने संविधान की शपथ ली थी देश सेवा के लिए "" मगर सेवा सत्ता पक्ष"" और पार्टी विशेष की हो रही है।।",0
भारत में कोरोना वैक्सीन लगाने का प्लान क्या है?कोरोना वैक्सीन का टीका भारत में लोगों को किस प्रक्रिया के तहत और कैसे लगाया जाएगा इसे लेकर केंद्र सरकार ने दिशानिर्देश जारी कर दिए.,1
सुप्रीम कोर्ट बार एसोसिएशन के अध्यक्ष जत आपत्त कह नागरिक नह लग चाह वो दूसर दर्ज अदालत सवाल उठ सब नह सहमत ,1
मुस्लिम पिता-पुत्री और माँ-बेटे की पुरानी तस्वीर ग़लत संदर्भ में वायरलअब्बू ने अपनी  बेटी से निकाह कर लिया तो गुस्से में आकार माँ ने भी अपने बेटे से शादी कर ली 56 मुस्लिम देश ऐसे ही नहीं बन गए,0
"पुलिस की गाड़ी पर BJP के झंडे लहराने का वीडियो ग़लत दावे से वायरलअब यह देखना बाकी था ,ये है मेरे देश की पुलिस जिन्होंने संविधान की शपथ ली थी देश सेवा के लिए "" मगर सेवा सत्ता पक्ष"" और पार्टी विशेष की हो रही है।।",0
पश्चिम बंगाल हिंसाः सोशल मीडिया पर वायरल वीडियो और तस्वीरों का सचपश्चिम बंगाल में चुनावी नतीजों के बाद राज्य के विभिन्न हिस्सों में फैली हिंसा में सोशल मीडिया पर किए जाने वाले दावों ने भी आग में घी डालने का काम किया है. ,0
अल-अक़्सा मस्जिद पर इसराइल की टिप्पणी से बढ़ी आशंकाइसराइल के प्रधानमंत्री नेफ़्टाली बेनेट ने रविवार को अल-अक़्सा मस्जिद के प्रबंधन में बाहरी हस्तक्षेप को ख़ारिज करने की बात कही है. इस बयान के बाद जॉर्डन और फ़लस्तीन भड़क गए हैं.,1
मध्यप्रदेश: शराब बिक्री को लेकर शिवराज चौहान का वीडियो फ़र्जी दावों के साथ वायरलदारू इतनी फैला दो पूरे प्रदेश में की पिये और  पड़े रहे - शिवराज सिंह  जब प्रदेश का मुख्यमंत्री ऐसे आदेश दे तो आम जनता क्या करेगी।,0
"क्या डेनमार्क में मुस्लिमों के वोट देने के अधिकार को समाप्त करने का क़ानून पास किया गया?“डेनमार्क में मुश्लिम समुदाय को वोट देने के अधिकार को समाप्त करने का कानुन पास किया गया, धन्य हो. काश ऐसा कानुन भारत में भी बनें”",0
भारत के प्रमुख जनरल मनोज मुकुंद नरवण मंगलवार हफ़् के संयुक्त अरब अमीरात सऊद अरब के दौर रव ,1
प्रधानमंत्र नरेंद्र मोद सोमवार दिल्ल मेट्र मेजेंट लाइन भारत पहल बि ड्राइवर के ट्रेन संचालन तकनीक उद्घाटन किय ,1
किसान ट्रैक्टर से गणतंत्र दिवस की परेड में पहुँच जाएंगे: राकेश टिकैतमोदी सरकार के नए कृषि क़ानूनों को लेकर किसान संगठन आज से आंदोलन और तेज़ करने जा रहे हैं. हरियाणा और पश्चिमी उत्तर प्रदेश के कई टोल प्लाज़ा पर किसान शुल्क नहीं लेने दे रहे हैं.,1
"फ़ेसबुक ने 'हेट स्पीच' और 'नफ़रत वाले कंटेंट' पर चेतावनी की अनदेखी की- प्रेस रिव्यूसाल 2018 से लेकर 2020 के बीच सोशल मीडिया प्लेटफॉर्म फ़ेसबुक के भारत में संचालन को लेकर तीन आंतरिक रिपोर्टें आईं जिनमें- 'ध्रुवीकरण वाली सामग्री', 'फ़ेक और अप्रामाणिक' मैसेज से लेकर अल्पसंख्यक समुदायों को 'बदनाम' करने वाले कंटेंट की लगातार बढ़ती संख्या की बात कही गई.",0
"नहीं, यह वीडियो दिल्ली के सरकारी स्कूल को मदरसे में तब्दील होते नहीं दिखातायह है केजरीवाल का दिल्ली स्कूल मॉडल जिनसे सेकुलर हिंदुओं को लगता है कि केजरीवाल अच्छा काम कर रहा है वह देख लीजिए दिल्ली के सरकारी स्कूलों को केजरीवाल ने मदरसे में बदलना शुरू कर दिया है. दिल्ली के विजय नगर का एक सरकारी स्कूल है यह स्कूल में कलमा, उर्दू पढ़ने की इजाजत दी है केजरीवाल ने या उनके बिधायको और सरकार का समर्थन है. अब हिंदुओं को तय करना है कि इन जिहादी सोच वाले अरविंद केजरीवाल की पार्टी के साथ क्या करना है.",0
सोशल मीडिया पर वायरल ये तस्वीर दरअसल कहाँ से है ?आपके गली-मोहल्ले या आपके घर  पर अचानक से ये कट्टरपंथी जिहादियों की भीड़ आ जाए तो इससे  बचने का कुछ उपाय है आपके पास ?  इसका एक ही इलाज बुलडोजर,0
"पुलिस की गाड़ी पर BJP के झंडे लहराने का वीडियो ग़लत दावे से वायरलअब यह देखना बाकी था ,ये है मेरे देश की पुलिस जिन्होंने संविधान की शपथ ली थी देश सेवा के लिए "" मगर सेवा सत्ता पक्ष"" और पार्टी विशेष की हो रही है।।",0
उत्तरप्रदेश में हुए सीएए विरोध प्रदर्शन का पुराना वीडियो जहांगीरपुरी हिंसा से जोड़कर वायरलपुलिस का काम है उपद्रवियों को रोकना ना कि भगवा आतंकियों के साथ मिलकर पत्थर चलाना आखिर इन भगवा धारी गुंडों और पुलिस पर कब कार्यवाही होगी क्या गोदी मीडिया को  दिल्ली के जहांगीरपुरी में । हुई हिंसा की ये विडीओ नहीं मिली या हमें खुद टैग करके दिखाना होगा,0
"नहीं, यह वीडियो दिल्ली के सरकारी स्कूल को मदरसे में तब्दील होते नहीं दिखातायह है केजरीवाल का दिल्ली स्कूल मॉडल जिनसे सेकुलर हिंदुओं को लगता है कि केजरीवाल अच्छा काम कर रहा है वह देख लीजिए दिल्ली के सरकारी स्कूलों को केजरीवाल ने मदरसे में बदलना शुरू कर दिया है. दिल्ली के विजय नगर का एक सरकारी स्कूल है यह स्कूल में कलमा, उर्दू पढ़ने की इजाजत दी है केजरीवाल ने या उनके बिधायको और सरकार का समर्थन है. अब हिंदुओं को तय करना है कि इन जिहादी सोच वाले अरविंद केजरीवाल की पार्टी के साथ क्या करना है.",0
"इंडोनेशिया में समुन्द्र के नीचे स्थित मंदिर के वायरल तस्वीर का सच क्या है?""इंडोनेशिया में समुद्र के नीचे स्थित ये विष्णु भगवान का मंदिर क़रीब 5 हज़ार साल पुराना है.""",0
आर्टिकल 370 हट कोरो वायरस लॉकडाउन के कश्मीर सेब उद्योग दोबार खड़ तैयार ,1
"क्या डेनमार्क में मुस्लिमों के वोट देने के अधिकार को समाप्त करने का क़ानून पास किया गया?“डेनमार्क में मुश्लिम समुदाय को वोट देने के अधिकार को समाप्त करने का कानुन पास किया गया, धन्य हो. काश ऐसा कानुन भारत में भी बनें”",0
बांग्लादेश के इस फ़ैसले से क्या भारत को होगा बंपर फ़ायदा?17 दिसंबर को भारत के पीएम नरेंद्र मोदी की बांग्लादेश की प्रधानमंत्री शेख हसीना के साथ वर्चुअल मीटिंग हुई थी.,1
"आंध्र प्रदेश में रहस्यमयी बीमारी से एक की मौत, 400 से ज़्यादा लोग अस्पताल में भर्तीआंध्र प्रदेश के इलुरु शहर में अचानक से लोगों में जी मचलाने और बेहोश हो कर बीमार पड़ने की ख़बरें आ रही हैं.",1
बेड पर पैर रखकर मरीज़ से बात कर रहे आईएएस अधिकारी की पुरानी तस्वीर वायरलगनीमत है कि अभी ट्रेनी हैं वरना जूता मरीज के सिर पर भी रख सकते थे साहब जी।,0
वायरल वीडियो के साथ किया गया 'लव जिहाद' का दावा फ़र्ज़ी है“वीडियो पुराना है पर दिल को छू गया #Love_Jihad जिस बाप को अपनी इज्जत बचाने के लिए अपनी ही बेटी के पैरो में अपनी पगड़ी रखनी पड़े तो !! ऐसी बेटी को क्या कहोंगें... 20 साल साथ रखने वाले माँ बाप पर भरोसा नही तो 20 दिन में प्यार करने वाले जिहादी के साथ ज्यादा हो गया..”,0
कोरो भारत करोड़ के पार पहुंच संक्रमण भारत कोरो संक्रमण पहल मामल साल के जनवर मही आय ,1
खरगोन में 'बुलडोज़र' अभियान से मुसलमान और हिंदू दोनों नाख़ुश - ग्राउंड रिपोर्टसुबह के आठ बजे का वक़्त है और खरगोन की सड़कों पर एक-एक कर लोग नज़र आने लगे हैं. इस महीने की 10 तारीख़ को रामनवमी के जुलूस के बाद भड़की हिंसा और सांप्रदायिक तनाव को काबू करने के लिए शहर के कई हिस्सों में कर्फ्यू लगा दिया गया था. ,1
उत्तरप्रदेश में हुए सीएए विरोध प्रदर्शन का पुराना वीडियो जहांगीरपुरी हिंसा से जोड़कर वायरलपुलिस का काम है उपद्रवियों को रोकना ना कि भगवा आतंकियों के साथ मिलकर पत्थर चलाना आखिर इन भगवा धारी गुंडों और पुलिस पर कब कार्यवाही होगी क्या गोदी मीडिया को  दिल्ली के जहांगीरपुरी में । हुई हिंसा की ये विडीओ नहीं मिली या हमें खुद टैग करके दिखाना होगा,0
श्रीपद नाइक हालत स्थिर दुर्घट पत् सहायक मौत श्रीपद नाइक कर्नाटक येलापुर गोकरन रह उनक कार सड़क के किनार गड्ढ गिर ,1
भारतीय वाय के प्रमुख एयर मार्शल आरकेएस भदौरिय कह स्वदेश लड़ाक विमान- तेजस बालाकोट जैस सर्जिकल स्ट्राइक बारीक अंज़ाम दे मददगार होग ,1
सोशल मीडिया पर वायरल ये तस्वीर दरअसल कहाँ से है ?आपके गली-मोहल्ले या आपके घर  पर अचानक से ये कट्टरपंथी जिहादियों की भीड़ आ जाए तो इससे  बचने का कुछ उपाय है आपके पास ?  इसका एक ही इलाज बुलडोजर,0
कोरोना वायरस का इलाज है काली मिर्च- इस दावे का सच जानिए- फ़ैक्ट चेकसोशल मीडिया पर लगातार कोरोना वायरस महामारी को लेकर अलग-अलग दावे किए जाते रहे हैं. ,0
किसान आंदोलन एपीएमस एक्ट ख़त्म के बिहार क्य किसान के हालात बदल बिहार के मुख्यमंत्र नीतीश कुमार एपीएमस एक्ट बिहार ख़त्म ज़िक्र दाव इसस किसान हालत सुधार ,1
"कार्टून: पूछ लीजिए सवाल(बीबीसी हिन्दी के एंड्रॉएड ऐप के लिए आप यहां क्लिक कर सकते हैं. आप हमें फ़ेसबुक, ट्विटर, इंस्टाग्राम और यूट्यूब पर फ़ॉलो भी कर सकते हैं.)",1
मध्यप्रदेश: शराब बिक्री को लेकर शिवराज चौहान का वीडियो फ़र्जी दावों के साथ वायरलदारू इतनी फैला दो पूरे प्रदेश में की पिये और  पड़े रहे - शिवराज सिंह  जब प्रदेश का मुख्यमंत्री ऐसे आदेश दे तो आम जनता क्या करेगी।,0
अहमद पटेल के बार कह सोनिय गांध मान थीं वो एकमात्र अमित शाह पूर बीजेप बराबर सक्षम ,1
"इंडोनेशिया में समुन्द्र के नीचे स्थित मंदिर के वायरल तस्वीर का सच क्या है?""इंडोनेशिया में समुद्र के नीचे स्थित ये विष्णु भगवान का मंदिर क़रीब 5 हज़ार साल पुराना है.""",0
"पाकिस्तान का पुराना वीडियो ग़लत संदर्भ में फिर से हुआ वायरल""ऐसे लोगो से फल क्या कोई सामान न ले जो हमे कुछ भी खिला सकते है ये वीडियो रुकनी नहीं चाहिए""",0
"पुलिस की गाड़ी पर BJP के झंडे लहराने का वीडियो ग़लत दावे से वायरलअब यह देखना बाकी था ,ये है मेरे देश की पुलिस जिन्होंने संविधान की शपथ ली थी देश सेवा के लिए "" मगर सेवा सत्ता पक्ष"" और पार्टी विशेष की हो रही है।।",0
केंद्र सरकार ओर लाए तीन नए कृष क़ानून निष्प्रभाव के पंजाब विधानसभ तीन नए कृष विधेयक पारित ,1
सोशल मीडिया पर वायरल ये तस्वीर दरअसल कहाँ से है ?आपके गली-मोहल्ले या आपके घर  पर अचानक से ये कट्टरपंथी जिहादियों की भीड़ आ जाए तो इससे  बचने का कुछ उपाय है आपके पास ?  इसका एक ही इलाज बुलडोजर,0
"पुलिस की गाड़ी पर BJP के झंडे लहराने का वीडियो ग़लत दावे से वायरलअब यह देखना बाकी था ,ये है मेरे देश की पुलिस जिन्होंने संविधान की शपथ ली थी देश सेवा के लिए "" मगर सेवा सत्ता पक्ष"" और पार्टी विशेष की हो रही है।।",0
ब्रिटेन यूरोपीय संघ के पोस्ट-ब्रेग़्जिट ट्रेड डील के ब्रिटेन भारत सहित दूसर देश के फ्र ट्रेड मार्ग प्रशस्त गय ,1
"पुलिस की गाड़ी पर BJP के झंडे लहराने का वीडियो ग़लत दावे से वायरलअब यह देखना बाकी था ,ये है मेरे देश की पुलिस जिन्होंने संविधान की शपथ ली थी देश सेवा के लिए "" मगर सेवा सत्ता पक्ष"" और पार्टी विशेष की हो रही है।।",0
"क्या डेनमार्क में मुस्लिमों के वोट देने के अधिकार को समाप्त करने का क़ानून पास किया गया?“डेनमार्क में मुश्लिम समुदाय को वोट देने के अधिकार को समाप्त करने का कानुन पास किया गया, धन्य हो. काश ऐसा कानुन भारत में भी बनें”",0
वायरल वीडियो के साथ किया गया 'लव जिहाद' का दावा फ़र्ज़ी है“वीडियो पुराना है पर दिल को छू गया #Love_Jihad जिस बाप को अपनी इज्जत बचाने के लिए अपनी ही बेटी के पैरो में अपनी पगड़ी रखनी पड़े तो !! ऐसी बेटी को क्या कहोंगें... 20 साल साथ रखने वाले माँ बाप पर भरोसा नही तो 20 दिन में प्यार करने वाले जिहादी के साथ ज्यादा हो गया..”,0
Cover Story: जो बाइडन के नेतृत्व में कैसे होंगे भारत-अमरीका रिश्ते?ट्रंप और मोदी कई मौक़ों पर एक-दूसरे को अपना दोस्त बता चुके हैं.,1
