News,Label
किसान का प्रदर्शन बेनीवाल समर्थक किसान अलग बैठेनागौर आरएलपी का इकलौता सांसद हनुमान बेनीवाल जयपुर - दिल्ली हाईवा किसान का प्रदर्शन पहुंच चर्चा किसान दूरी पढ़ मामला,1
सोनिया गांधी राहुल गांधी पुराना तस्वीर का फ़र्जी दावा जोड गया“यदि आप लग हो सोनिया का राहुल गाँधी आप जानकारी का बता दे यहक्वात्रोची निर्णय लीजिया राजीव गाँधी हत्या का डीएनए टेस्ट का राहुल रक्त दे माँ मना था”,0
म्यांमार छोड का लाख रोहिंग्य जह शरण ले बार वह ख़ुद ख़तर महसूस रह,1
मध्यप्रदेश शराब बिक्री शिवराज चौहान वीडियो फर्जी दावा का वायरलदारू इतना फैल प्रदेश पिये पड़ - शिवराज सिंह प्रदेश मुख्यमंत्री आदेश दे आम जनता कर,0
भारत सीम पार चरमपंथ भेज बेताब पाकिस्तान आर्म चीफ़ नरवण - प्रेस रिव्य जनरल नरवण कह पाकिस्तान सर्द का मौसम नियंत्रण रेख का पास आतंक भेज बेतहाश कोशिश रह का अख़बार सुर्ख,1
सोनिया गांधी राहुल गांधी पुराना तस्वीर का फ़र्जी दावा जोड गया“यदि आप लग हो सोनिया का राहुल गाँधी आप जानकारी का बता दे यहक्वात्रोची निर्णय लीजिया राजीव गाँधी हत्या का डीएनए टेस्ट का राहुल रक्त दे माँ मना था”,0
कार्टून नो  कमेंट्समध्यप्रदेश गोडसे ज्ञानशाला कार्टून,1
विवेचना जनरल जैकब जो कर 93 हज़ार पाकिस्तानी सैनिक आत्मसमर्पण1971 का बांग्लादेश युद्ध पाकिस्तानी सैनिक आत्मसमर्पण करा जनरल जे एफ आर जैकब महत्वपूर्ण भूमिका,1
पाकिस्तान पुराना वीडियो गलत संदर्भ वायरल लोग फल सामान न ले हम खिल वीडियो रुक नहीं,0
इंडोनेशिया समुन्द्र का स्थित मंदिर का वायरल तस्वीर सच हैइंडोनेशिया समुद्र का स्थित विष्णु भगवान मंदिर करीब 5 हजार साल पुराना,0
ट्रंप तत्काल राष्ट्रपति पद हटा का संसद बहस जारीअमेरिकी संसद का निचला सदन हाउस ऑफ़ रिप्रेजन्टेज़टिव राष्ट्रपति ट्रंप हटा का प्रस्ताव पेश,1
पाकिस्तान पुराना वीडियो गलत संदर्भ वायरल लोग फल सामान न ले हम खिल वीडियो रुक नहीं,0
भारत 24 घंटा 47 हज़ार मामला 670 मौत,1
कश्मीर तीन बीजेपी नेता हत्या पुलिस परिवार कह हैंजम्मू कश्मीर का कुलगाम जिला कथित चरमपंथी तीन लोग हत्या दे मार तीन लोग बीजेपी का स्थानीय नेता,1
डॉक्टर समेत उत्तर दिल्ल नगर निगम का 55 हज़ार स्टाफ़ नह मिल वेतन दिल्ल वेतन ले निगम का सफ़ कर्मचार हड़ताल चल दिल्ल कूड़ा का ढेर तब्दील जा,1
दोन विमान तेजस जेएफ़ - 17 लंब मार वाल मिसाइल लैस,1
पहला पारी भारत 244 सिमटा ऑस्ट्रेलिया 94 रन बढ़तचार टेस्ट मैच सीरीज़ टीम - बराबरी सिडनी क्रिकेट ग्राउंड तीसरा टेस्ट मैच खेल,1
टेस्ट क्रिकेट का सबसे सुस्त शतक रोचक कहानीभारत ऑस्ट्रेलिया का टेस्ट मैच चल सुनिए टेस्ट क्रिकेट का सबसे धीमा शतक कहानी शतक लगा खिलाडी जोुबानी,1
सोशल मीडिया वायरल तस्वीर दरअसल आप गली - मोहल्ला आप घर अचानक कट्टरपंथी जिहादी भीड़ आ जा यह बच उपाय आप पास इलाज बुलडोजर,0
मुस्लिम पिता - पुत्री माँ - बेटा पुराना तस्वीर गलत संदर्भ वायरलअब्बू बेटी निकाह गुस्सा आकार माँ बेटा शादी ले 56 मुस्लिम देश नहीं बन,0
नहीं वीडियो दिल्ली का सरकारी स्कूल मदरसा तब्दील नहीं दिखातायह केजरीवाल दिल्ली स्कूल मॉडल जो सेकुलर हिंदू लग केजरीवाल अच्छा काम देख ले दिल्ली का सरकारी स्कूल केजरीवाल मदरसा बदल शुरू दिल्ली का विजय नगर सरकारी स्कूल स्कूल कलमा उर्दू पढ़ इजाजत दे केजरीवाल बिधायको सरकार समर्थन हिंदू तय जिहादी सोच अरविंद केजरीवाल पार्टी का,0
भारत बीत 24 घंटा संक्रमण का 41 हज़ार ज़्यादा मामला 496 मौत,1
पृथ्वी ग़ायब कालखंड वजह ढूंढ नाकामी क्योंपृथ्वी सतह पड चट्टान किताब आप पूरा कहानी बता दे,1
मुस्लिम पिता - पुत्री माँ - बेटा पुराना तस्वीर गलत संदर्भ वायरलअब्बू बेटी निकाह गुस्सा आकार माँ बेटा शादी ले 56 मुस्लिम देश नहीं बन,0
मन बात कृषि क़ानून किसान पीएम मोदी कहामोदी नया कृषि क़ानून का ज़रिए किसान नया अधिकार मिल अधिकार किसान समस्या शुरू,1
तेलंग आंध्र प्रदेश केरल कर्नाटक ओडिश महाराष्ट्र बुधवार मूसलाधार बारिश जनजीवन अस्त व्यस्त जा - - 30 लोग मौत चुक,1
नया कृष क़ानून आरएसएस जुड़ संगठन सुधार चाह भारतीय किसान संघ स्वदेश जागरण मंच मान नया कृष क़ानून जिन्ह दुरुस्त कर चाह,1
उत्तरप्रदेश सीएए विरोध प्रदर्शन पुराना वीडियो जहांगीरपुरी हिंसा जोड वायरलपुलिस काम उपद्रवी रोक ना भगवा आतंकी का मिल पत्थर चला आखिर भगवा धारी गुंड पुलिस कार्यवाही हो गोदी मीडिया दिल्ली का जहांगीरपुरी हिंसा विडीओ नहीं मिल हम टैग कर दिखा हो,0
सोशल मीडिया वायरल तस्वीर दरअसल आप गली - मोहल्ला आप घर अचानक कट्टरपंथी जिहादी भीड़ आ जा यह बच उपाय आप पास इलाज बुलडोजर,0
छत्तीसगढ़ महिला आयोग अध्यक्ष - लड़की सहमति संबंध बना रेप केस कर हैंछत्तीसगढ़ दिन राज्य महिला आयोग अध्यक्ष का बयान सियासी गलियारा बहस शुरु,1
दिन भर सभ जारूर ख़बर बड़ा अपडेट आपक मिल बीबीस लाइव पेज 24 घंट उपलब्ध,1
वायरल वीडियो का लव जिहाद दावा फ़र्जी है“वीडियो पुराना दिल छू # Love Jihad बाप इज्जत बचा का बेटी का पैरो पगडी रख पड़ । !  ऐसा बेटी कह 20 साल रख माँ बाप भरोसा नही 20 दिन प्यार जिहादी का गया”,0
वायरल वीडियो का लव जिहाद दावा फ़र्जी है“वीडियो पुराना दिल छू # Love Jihad बाप इज्जत बचा का बेटी का पैरो पगडी रख पड़ । !  ऐसा बेटी कह 20 साल रख माँ बाप भरोसा नही 20 दिन प्यार जिहादी का गया”,0
इंडोनेशिया समुन्द्र का स्थित मंदिर का वायरल तस्वीर सच हैइंडोनेशिया समुद्र का स्थित विष्णु भगवान मंदिर करीब 5 हजार साल पुराना,0
बेड पैर रख मरीज़ बात आईएएस अधिकारी पुराना तस्वीर वायरलगनीमत ट्रेनी वरना जूता मरीज का सिर रख साहब जी,0
आंबेडकर नहीं गांधी महात्मा1955 डॉक्टर आंबेडकर बीबीसी का महात्मा गांधी का संबंध बात आंबेडकर पुण्यतिथि विशेष,1
चीन समेत एशिया - प्रशांत महासागर क्षेत्र का 15 देश रविवार दुनिय सबस बड़ा व्यापार संध हस्ताक्षर कर,1
बेड पैर रख मरीज़ बात आईएएस अधिकारी पुराना तस्वीर वायरलगनीमत ट्रेनी वरना जूता मरीज का सिर रख साहब जी,0
पाकिस्तान पुराना वीडियो गलत संदर्भ वायरल लोग फल सामान न ले हम खिल वीडियो रुक नहीं,0
# FarmersProtest बोल अमित शाह किसान प्रदर्शन राजनीतिक नह केंद्र का नया कृष क़ानून का ख़िलाफ़ किसान का जार प्रदर्शन का केंद्रीय गृह मंत्र अमित शाह रविवार कह क़ानून किसान का कल्याण का किसान का प्रदर्शन गैर राजनीतिक बत,1
पुलिस गाड़ी BJP का झंडा लहरा वीडियो गलत दावा वायरलअब देख बाकी मैं देश पुलिस जो संविधान शपथ ले देश सेवा का सेवा सत्ता पक्ष पार्टी विशेष,0
पुलिस गाड़ी BJP का झंडा लहरा वीडियो गलत दावा वायरलअब देख बाकी मैं देश पुलिस जो संविधान शपथ ले देश सेवा का सेवा सत्ता पक्ष पार्टी विशेष,0
भारत कोरोना वैक्सीन लगा प्लान हैकोरोना वैक्सीन टीका भारत लोग प्रक्रिया का लगा जा केंद्र सरकार दिशानिर्देश जारी दे,1
सुप्रीम कोर्ट बार एसोसिएशन का अध्यक्ष जत आपत्त कह नागरिक नह लग चाह वह दूसर दर्ज अदालत सवाल उठ  सब नह सहमत,1
मुस्लिम पिता - पुत्री माँ - बेटा पुराना तस्वीर गलत संदर्भ वायरलअब्बू बेटी निकाह गुस्सा आकार माँ बेटा शादी ले 56 मुस्लिम देश नहीं बन,0
पुलिस गाड़ी BJP का झंडा लहरा वीडियो गलत दावा वायरलअब देख बाकी मैं देश पुलिस जो संविधान शपथ ले देश सेवा का सेवा सत्ता पक्ष पार्टी विशेष,0
पश्चिम बंगाल हिंसाः सोशल मीडिया वायरल वीडियो तस्वीर सचपश्चिम बंगाल चुनावी नतीजा का राज्य का विभिन्न हिस्सा फैल हिंसा सोशल मीडिया दावा आग घी डाल काम,0
अल - अक़्सा मस्जिद इसराइल टिप्पणी बढ़ आशंकाइसराइल का प्रधानमंत्री नेफ़्टाली बेनेट रविवार अल - अक़्सा मस्जिद का प्रबंधन बाहरी हस्तक्षेप ख़ारिज बात कह बयान का जॉर्डन फ़लस्तीन भड़क,1
मध्यप्रदेश शराब बिक्री शिवराज चौहान वीडियो फर्जी दावा का वायरलदारू इतना फैल प्रदेश पिये पड़ - शिवराज सिंह प्रदेश मुख्यमंत्री आदेश दे आम जनता कर,0
डेनमार्क मुस्लिम का वोट दे का अधिकार समाप्त कानून पास गया“डेनमार्क मुश्लिम समुदाय वोट दे का अधिकार समाप्त कानुन पास धन्य काश कानुन भारत बनें”,0
भारत का प्रमुख जनरल मनोज मुकुंद नरवण मंगलवार हफ़् का संयुक्त अरब अमीरात सऊद अरब का दौर रव,1
प्रधानमंत्र नरेंद्र मोद सोमवार दिल्ल मेट्र मेजेंट लाइन भारत पहल बि ड्राइवर का ट्रेन संचालन तकनीक उद्घाटन कर,1
किसान ट्रैक्टर गणतंत्र दिवस परेड पहुँच जा राकेश टिकैतमोदी सरकार का नया कृषि क़ानून किसान संगठन आंदोलन तेज़ हरियाणा पश्चिमी उत्तर प्रदेश का टोल प्लाज़ा किसान शुल्क नहीं ले दे,1
फ़ेसबुक हेट स्पीच नफ़रत कंटेंट चेतावनी अनदेखा - प्रेस रिव्यूसाल 2018 2020 का सोशल मीडिया प्लेटफॉर्म फ़ेसबुक का भारत संचालन तीन आंतरिक रिपोर्ट आ जो - ध्रुवीकरण वाला सामग्री फ़ेक अप्रामाणिक मैसेज अल्पसंख्यक समुदाय बदनाम कंटेंट लगातार बढ संख्या बात कह,0
नहीं वीडियो दिल्ली का सरकारी स्कूल मदरसा तब्दील नहीं दिखातायह केजरीवाल दिल्ली स्कूल मॉडल जो सेकुलर हिंदू लग केजरीवाल अच्छा काम देख ले दिल्ली का सरकारी स्कूल केजरीवाल मदरसा बदल शुरू दिल्ली का विजय नगर सरकारी स्कूल स्कूल कलमा उर्दू पढ़ इजाजत दे केजरीवाल बिधायको सरकार समर्थन हिंदू तय जिहादी सोच अरविंद केजरीवाल पार्टी का,0
सोशल मीडिया वायरल तस्वीर दरअसल आप गली - मोहल्ला आप घर अचानक कट्टरपंथी जिहादी भीड़ आ जा यह बच उपाय आप पास इलाज बुलडोजर,0
पुलिस गाड़ी BJP का झंडा लहरा वीडियो गलत दावा वायरलअब देख बाकी मैं देश पुलिस जो संविधान शपथ ले देश सेवा का सेवा सत्ता पक्ष पार्टी विशेष,0
उत्तरप्रदेश सीएए विरोध प्रदर्शन पुराना वीडियो जहांगीरपुरी हिंसा जोड वायरलपुलिस काम उपद्रवी रोक ना भगवा आतंकी का मिल पत्थर चला आखिर भगवा धारी गुंड पुलिस कार्यवाही हो गोदी मीडिया दिल्ली का जहांगीरपुरी हिंसा विडीओ नहीं मिल हम टैग कर दिखा हो,0
नहीं वीडियो दिल्ली का सरकारी स्कूल मदरसा तब्दील नहीं दिखातायह केजरीवाल दिल्ली स्कूल मॉडल जो सेकुलर हिंदू लग केजरीवाल अच्छा काम देख ले दिल्ली का सरकारी स्कूल केजरीवाल मदरसा बदल शुरू दिल्ली का विजय नगर सरकारी स्कूल स्कूल कलमा उर्दू पढ़ इजाजत दे केजरीवाल बिधायको सरकार समर्थन हिंदू तय जिहादी सोच अरविंद केजरीवाल पार्टी का,0
इंडोनेशिया समुन्द्र का स्थित मंदिर का वायरल तस्वीर सच हैइंडोनेशिया समुद्र का स्थित विष्णु भगवान मंदिर करीब 5 हजार साल पुराना,0
आर्टिकल 370 हट कोरो वायरस लॉकडाउन का कश्मीर सेब उद्योग दोबार खड़ तैयार,1
डेनमार्क मुस्लिम का वोट दे का अधिकार समाप्त कानून पास गया“डेनमार्क मुश्लिम समुदाय वोट दे का अधिकार समाप्त कानुन पास धन्य काश कानुन भारत बनें”,0
बांग्लादेश का फ़ैसला भारत हो बंपर फ़ायदा17 दिसंबर भारत का पीएम नरेंद्र मोदी बांग्लादेश प्रधानमंत्री शेख हसीना का वर्चुअल मीटिंग,1
आंध्र प्रदेश रहस्यमयी बीमारी मौत 400 ज़्यादा लोग अस्पताल भर्तीआंध्र प्रदेश का इलुरु शहर अचानक लोग जी मचला बेहोश बीमार पड़ खेबर आ,1
बेड पैर रख मरीज़ बात आईएएस अधिकारी पुराना तस्वीर वायरलगनीमत ट्रेनी वरना जूता मरीज का सिर रख साहब जी,0
वायरल वीडियो का लव जिहाद दावा फ़र्जी है“वीडियो पुराना दिल छू # Love Jihad बाप इज्जत बचा का बेटी का पैरो पगडी रख पड़ । !  ऐसा बेटी कह 20 साल रख माँ बाप भरोसा नही 20 दिन प्यार जिहादी का गया”,0
कोरो भारत करोड का पार पहुंच संक्रमण भारत कोरो संक्रमण पहल मामल साल का जनवर मही आय,1
खरगोन बुलडोज़र अभियान मुसलमान हिंदू नाख़ुश - ग्राउंड रिपोर्टसुबह का आठ बजे वक़्त खरगोन सड़क - लोग नज़र आ लग महीना 10 तारीख़ रामनवमी का जुलूस का भड़की हिंसा सांप्रदायिक तनाव काबू का शहर का हिस्सा कर्फ्यू लगा,1
उत्तरप्रदेश सीएए विरोध प्रदर्शन पुराना वीडियो जहांगीरपुरी हिंसा जोड वायरलपुलिस काम उपद्रवी रोक ना भगवा आतंकी का मिल पत्थर चला आखिर भगवा धारी गुंड पुलिस कार्यवाही हो गोदी मीडिया दिल्ली का जहांगीरपुरी हिंसा विडीओ नहीं मिल हम टैग कर दिखा हो,0
श्रीपद नाइक हालत स्थिर दुर्घट पत्  सहायक मौत श्रीपद नाइक कर्नाटक येलापुर गोकरन रह उनक कार सड़क का किनार गड्ढ गिर,1
भारतीय वाय का प्रमुख एयर मार्शल आरकेएस भदौरिय कह स्वदेश लड़ाक विमान - तेजस बालाकोट जैस सर्जिकल स्ट्राइक बारीक अंज़ाम दे मददगार होग,1
सोशल मीडिया वायरल तस्वीर दरअसल आप गली - मोहल्ला आप घर अचानक कट्टरपंथी जिहादी भीड़ आ जा यह बच उपाय आप पास इलाज बुलडोजर,0
कोरोना वायरस इलाज काला मिर्च - दावा सच जानिए - फ़ैक्ट चेकसोशल मीडिया लगातार कोरोना वायरस महामारी अलग - अलग दावा,0
किसान आंदोलन एपीएमस एक्ट ख़त्म का बिहार क्य किसान का हालात बदल बिहार का मुख्यमंत्र नीतीश कुमार एपीएमस एक्ट बिहार ख़त्म ज़िक्र दाव यह किसान हालत सुधार,1
कार्टून पूछ ले सवालबीबीसी हिन्दी का एंड्रॉएड ऐप का क्लिक हम फ़ेसबुक ट्विटर इंस्टाग्राम यूट्यूब फ़ॉल,1
मध्यप्रदेश शराब बिक्री शिवराज चौहान वीडियो फर्जी दावा का वायरलदारू इतना फैल प्रदेश पिये पड़ - शिवराज सिंह प्रदेश मुख्यमंत्री आदेश दे आम जनता कर,0
अहमद पटेल का बार कह सोनिय गांध मान था वह एकमात्र अमित शाह पूर बीजेप बराबर सक्षम,1
इंडोनेशिया समुन्द्र का स्थित मंदिर का वायरल तस्वीर सच हैइंडोनेशिया समुद्र का स्थित विष्णु भगवान मंदिर करीब 5 हजार साल पुराना,0
पाकिस्तान पुराना वीडियो गलत संदर्भ वायरल लोग फल सामान न ले हम खिल वीडियो रुक नहीं,0
पुलिस गाड़ी BJP का झंडा लहरा वीडियो गलत दावा वायरलअब देख बाकी मैं देश पुलिस जो संविधान शपथ ले देश सेवा का सेवा सत्ता पक्ष पार्टी विशेष,0
केंद्र सरकार ओर ला तीन नया कृष क़ानून निष्प्रभाव का पंजाब विधानसभ तीन नया कृष विधेयक पारित,1
सोशल मीडिया वायरल तस्वीर दरअसल आप गली - मोहल्ला आप घर अचानक कट्टरपंथी जिहादी भीड़ आ जा यह बच उपाय आप पास इलाज बुलडोजर,0
पुलिस गाड़ी BJP का झंडा लहरा वीडियो गलत दावा वायरलअब देख बाकी मैं देश पुलिस जो संविधान शपथ ले देश सेवा का सेवा सत्ता पक्ष पार्टी विशेष,0
ब्रिटेन यूरोपीय संघ का पोस्ट - ब्रेग्डिट ट्रेड डील का ब्रिटेन भारत सहित दूसर देश का फ्र ट्रेड मार्ग प्रशस्त जा,1
पुलिस गाड़ी BJP का झंडा लहरा वीडियो गलत दावा वायरलअब देख बाकी मैं देश पुलिस जो संविधान शपथ ले देश सेवा का सेवा सत्ता पक्ष पार्टी विशेष,0
डेनमार्क मुस्लिम का वोट दे का अधिकार समाप्त कानून पास गया“डेनमार्क मुश्लिम समुदाय वोट दे का अधिकार समाप्त कानुन पास धन्य काश कानुन भारत बनें”,0
वायरल वीडियो का लव जिहाद दावा फ़र्जी है“वीडियो पुराना दिल छू # Love Jihad बाप इज्जत बचा का बेटी का पैरो पगडी रख पड़ । !  ऐसा बेटी कह 20 साल रख माँ बाप भरोसा नही 20 दिन प्यार जिहादी का गया”,0
Cover Story बाइडन का नेतृत्व हो भारत - अमरीका रिश्तेट्रंप मोदी मौका - दोस्त बता चुक,1
किसान का भारत जुड खक़ास बडा बातेंमोदी सरकार का कृषि क़ानून का ख़िलाफ़ आंदोलनाकरी किसान का भारत देश का राजनीतिक दल व्यापक समर्थन मिल,1
मध्यप्रदेश शराब बिक्री शिवराज चौहान वीडियो फर्जी दावा का वायरलदारू इतना फैल प्रदेश पिये पड़ - शिवराज सिंह प्रदेश मुख्यमंत्री आदेश दे आम जनता कर,0
वायरल वीडियो का लव जिहाद दावा फ़र्जी है“वीडियो पुराना दिल छू # Love Jihad बाप इज्जत बचा का बेटी का पैरो पगडी रख पड़ । !  ऐसा बेटी कह 20 साल रख माँ बाप भरोसा नही 20 दिन प्यार जिहादी का गया”,0
पुलिस गाड़ी BJP का झंडा लहरा वीडियो गलत दावा वायरलअब देख बाकी मैं देश पुलिस जो संविधान शपथ ले देश सेवा का सेवा सत्ता पक्ष पार्टी विशेष,0
भारत तीन मैच का टी - 20 सीरीज़ पहल अप नाम लिय,1
भारत ऑस्ट्रेलिया पहला पारी 195 रन रोक भारत स्कोर विकेट 36 रनअजिंक्या रह कप्तानी भारत अच्छा शुरुआत ऑस्ट्रेलिया का मेलबर्न क्रिकेट ग्राउंड खेल टेस्ट मैच ऑस्ट्रेलिया टॉस जीत बल्लेबाज़ी फ़ैसला,1
बेड पैर रख मरीज़ बात आईएएस अधिकारी पुराना तस्वीर वायरलगनीमत ट्रेनी वरना जूता मरीज का सिर रख साहब जी,0
छत्तीसगढ एमएसपी लाभ 6 प्रतिशत 94 प्रतिशत किसान कोपूरे देश न्यूनतम समर्थन मूल्य धान ख़रीदी का छत्तीसगढ़ सबसे अधिक भुगतान राज्य सरकार किसान एकड 15 क्विंटल धान ख़रीदी कर,1
दिल्ली का श्रीवास्तव ग्रुप का विदेश पाकिस्तान विरोधी प्रचार जुड़ तारः फ़ैक्ट चेकयूरोप का ग़ैर सरकारी फ़ैक्ट चेक एनजीओ ईयू डिसिंफ़ो लैब दावा भारतीय नेटवर्क दुनिया का 65 देश 265 फ़ेक मीडिया आउटलेट का ज़रिए पाकिस्तान विरोधी प्रोपेगैंडा फाैला काम फ़ेक मीडिया आउटलेट्स का तार दिल्ली का श्रीवास्तव ग्रुप जुड़,0
सोशल मीडिया वायरल तस्वीर दरअसल आप गली - मोहल्ला आप घर अचानक कट्टरपंथी जिहादी भीड़ आ जा यह बच उपाय आप पास इलाज बुलडोजर,0
डेनमार्क मुस्लिम का वोट दे का अधिकार समाप्त कानून पास गया“डेनमार्क मुश्लिम समुदाय वोट दे का अधिकार समाप्त कानुन पास धन्य काश कानुन भारत बनें”,0
जीडीपी IMF का ताज़ा अनुमान भारतीय चिंतित चाहिएभारत जीडीपी आईएमएफ़ का अनुमान आप जीवन मतलब समझ का पढ़ रिपोर्ट,1
मोदी सरकार वार्ता का बोल किसान नेता हम बस माँग - रिपील रिपील रिपीलकिसान नेता सरकार का सातवाँ दौर बातचीत बेनतीज़ा खत्म किसान नेता केंद्र सरकार का अगला वार्ता आठ तारीख़ यानी शुक्रवार हो,1
चीन कोरो वायरस का नया वैरिएंट पहल मामल साम आय ऐस दाव कर रह कोरो वायरस नय वैरिएंट पहल तुल 40 - 70 फ़ीसद अधिक तेज़ फैल वाल,1
30 अक्तूबर भारत का परमाण कार्यक्रम का पितामह कह वाल होम जहांगीर भाभ जयं पढ़ रेहान फ़ज़ल विशेष लेख,1
चार टेस्ट मैच सीरीज़ पहल मैच गुरुवार शुर रह वन डे सीरीज़ ऑस्ट्रेलिय का नाम रह,1
भारत बीत 24 घंटा कोरोना का 23068 नया मामला 336 मौत,1
उत्तरप्रदेश सीएए विरोध प्रदर्शन पुराना वीडियो जहांगीरपुरी हिंसा जोड वायरलपुलिस काम उपद्रवी रोक ना भगवा आतंकी का मिल पत्थर चला आखिर भगवा धारी गुंड पुलिस कार्यवाही हो गोदी मीडिया दिल्ली का जहांगीरपुरी हिंसा विडीओ नहीं मिल हम टैग कर दिखा हो,0
पाकिस्तान पुराना वीडियो गलत संदर्भ वायरल लोग फल सामान न ले हम खिल वीडियो रुक नहीं,0
पाकिस्तान सरकार कश्मीर तनाव ट्वीट कठुआ रेप पीड़िता तस्वीरपाकिस्तान सरकार कठुआ गैंग रेप मर्डर केस पीड़ित बच्ची तस्वीर इस्तेमाल अपील भारत प्रशासित कश्मीर नरसंहार रोक का अंतरराष्ट्रीय समुदाय क़दम उठा,0
मुस्लिम पिता - पुत्री माँ - बेटा पुराना तस्वीर गलत संदर्भ वायरलअब्बू बेटी निकाह गुस्सा आकार माँ बेटा शादी ले 56 मुस्लिम देश नहीं बन,0
राजद्रोह क़ानून समीक्षा पूरा नया FIR नहीं सुप्रीम कोर्टहनुमान चालीसा पाठ भारत - पाकिस्तान मैच पाकिस्तान ज़िंदाबाद नारा सोशल मीडिया पोस्ट कार्टून - काम हाल का दिन अलग - अलग राज्य सरकार राजद्रोह क़ानून मुक़दमा दायर आधार बना,1
पुणे मिल कोरोना का ख़िलाफ़ हर्ड इम्यूनिटी का संकेतः प्रेस रिव्यूभारत का अध्ययन मिल सकारात्मक संकेत पढ़िए खक़ास छपा का अख़बार,1
पुलिस गाड़ी BJP का झंडा लहरा वीडियो गलत दावा वायरलअब देख बाकी मैं देश पुलिस जो संविधान शपथ ले देश सेवा का सेवा सत्ता पक्ष पार्टी विशेष,0
सोनिया गांधी राहुल गांधी पुराना तस्वीर का फ़र्जी दावा जोड गया“यदि आप लग हो सोनिया का राहुल गाँधी आप जानकारी का बता दे यहक्वात्रोची निर्णय लीजिया राजीव गाँधी हत्या का डीएनए टेस्ट का राहुल रक्त दे माँ मना था”,0
मध्यप्रदेश शराब बिक्री शिवराज चौहान वीडियो फर्जी दावा का वायरलदारू इतना फैल प्रदेश पिये पड़ - शिवराज सिंह प्रदेश मुख्यमंत्री आदेश दे आम जनता कर,0
